popularity_rank,returned_spotify_id,wikidata_qid,spotify_name,monthly_listeners,followers,origin_cluster,origin_resolution,spotify_biography_present,biography_keyword_review,matching_musicbrainz_person,other_person_ids_in_musicbrainz_links,eligibility_review,eligibility_source_url,final_status,final_origin,manual_status,review_priority,mapping_tier,fua_code
153,6RZUqkomCmb8zCRqc9eznB,Q484839,Placebo,3460472,2201483,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
154,4nlqDmbzFzbNITaqjJv7D7,Q3122789,The Sundays,3421091,684291,London,reported_place,True,False,,,,,confirmed,London,confirmed,high,strict,UK001F
155,7wJ9NwdRWtN92NunmXuwBk,Q956500,Orchestral Manoeuvres In The Dark,3287803,949812,Meols,reported_place,True,False,,,,,confirmed,Meols,not_reviewed,,strict,UK006F
156,5WWSL6rElJeUk3Uc1S2RyD,Q368961,Dead Or Alive,3275455,490402,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
157,67tgMwUfnmqzYsNAtnP6YJ,Q117522,Groove Armada,3267951,783480,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
158,2FwJwEswyIUAljqgjNSHgP,Q22116844,Snakehips,3159265,392037,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Sheffield,not_reviewed,high,excluded_no_defensible_fua,
159,1inWec2E2UgfzMAhwjgTXe,Q1157004,Generation X,3158701,181331,Chelsea,reported_place,True,True,,,,,confirmed,Chelsea,not_reviewed,,strict,UK001F
160,73A3bLnfnz5BoQjb4gNCga,Q28855240,BICEP,3141387,673233,Belfast,reviewed_override,True,False,,,,,resolved,Belfast,resolved,high,strict,UK012F
161,1G1mX30GpUJqOr1QU2eBSs,Q1410055,Yazoo,3044119,802850,Basildon,reported_place,True,True,,,,,confirmed,Basildon,not_reviewed,,strict,UK001F
162,3MM8mtgFzaEJsqbjZBSsHJ,Q205838,Bloc Party,3039480,1261856,London,reported_place,True,False,,,,,confirmed,London,confirmed,high,strict,UK001F
163,4VNQWV2y1E97Eqo2D5UTjx,Q16839700,Gorgon City,3028602,552337,North London,reported_place,True,False,,,,,confirmed,North London,not_reviewed,,strict,UK001F
164,7rZNSLWMjTbwdLNskFbzFf,Q193697,Sugababes,3027300,758443,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
165,3ZztVuWxHzNpl0THurTFCv,Q620454,Architects,3025569,1369211,Brighton,reported_place,True,False,,,,,confirmed,Brighton,not_reviewed,,strict,UK515F
166,0LbLWjaweRbO4FDKYlbfNt,Q192308,Kaiser Chiefs,2999896,1422089,Leeds,reported_place,True,False,,,,,confirmed,Leeds,not_reviewed,,strict,UK003F
167,2J80qXI4NHKpq5RT3xUF7V,Q30597951,Third Party,2971418,151080,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,high,excluded_no_defensible_fua,
168,4YrKBkKSVeqDamzBPWVnSJ,Q544018,Basement Jaxx,2938717,623916,London,reported_place,True,False,,,,,confirmed,London,confirmed,high,strict,UK001F
169,3fhOTtm0LBJ3Ojn4hIljLo,Q334648,Roxy Music,2932733,1153536,London,reported_place,True,True,,,,,confirmed,London,not_reviewed,,strict,UK001F
170,6edGSAX5dVpeJVwu1Q0NwJ,Q707351,Lighthouse Family,2921952,660194,Newcastle upon Tyne,reported_place,True,False,,,,,confirmed,Newcastle upon Tyne,not_reviewed,,strict,UK013F
171,3lDpdwM8KILepMHqBWUhIA,Q17587679,The Struts,2895181,468353,Derby,reported_place,True,False,,,,,confirmed,Derby,not_reviewed,,strict,UK518F
172,0Ya43ZKWHTKkAbkoJJkwIB,Q1347289,The Wombats,2884656,1143548,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
173,3bUwxJgNakzYKkqAVgZLlh,Q160103,Travis,2884486,1176704,Glasgow,reported_place,True,False,,,,,confirmed,Glasgow,not_reviewed,,strict,UK004F
174,5KORW1YGiERJqfuYjXMCyz,Q21075,Mattafix,2878488,113982,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
175,2S5hlvw4CMtMGswFtfdK15,Q16632343,Royal Blood,2873864,1759451,Worthing,reviewed_override,True,False,,,,,corrected,Worthing,corrected,,strict,UK045F
176,2e53aHBQdCMKWqHDuyJsjC,Q45650,Free,2860415,631085,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
177,3Bd1cgCjtCI32PYvDC3ynO,Q14557360,London Grammar,2832139,1695264,Nottingham,reported_place,True,False,,,,,confirmed,Nottingham,not_reviewed,,strict,UK029F
178,36E7oYfz3LLRto6l2WmDcD,Q504464,Pulp,2830863,1164307,Sheffield,reported_place,True,False,,,,,confirmed,Sheffield,not_reviewed,,strict,UK010F
179,0bZCak2tcRMY1dzEIuwF42,Q181241,The Heavy,2796068,516287,Bath,reported_place,True,False,,,,,confirmed,Bath,not_reviewed,,strict,UK031F
180,2TM0qnbJH4QPhGMCdPt7fH,Q16955493,Neck Deep,2790501,1843051,Wrexham,reported_place,True,False,,,,,confirmed,Wrexham,not_reviewed,,strict,UK022F
181,2rGm8R7YDTbqDCVlNssQyL,Q1154629,DNA,2774617,18304,Bath,reported_place,False,False,,,,,confirmed,Bath,not_reviewed,,strict,UK031F
182,1mZu3rO7qSD09GdDpePHhY,Q73597,Frankie Goes To Hollywood,2758706,960764,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
183,6JMHws5haIO6V35YNYDnDw,Q208392,Atomic Kitten,2751716,525204,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
184,3v4feUQnU3VEUqFrjmtekL,Q1136388,Faces,2718313,468654,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,high,excluded_no_defensible_fua,
185,1bdytLV3FPjyhfrb6BhMej,Q726891,Asia,2716602,774209,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,high,excluded_no_defensible_fua,
186,5TnuP42pw475UrjjeabtwZ,Q1422720,The Waterboys,2670888,371425,London,reviewed_override,True,False,,,,,resolved,London,resolved,high,strict,UK001F
187,0HNGrIbq1ZNO2mTp3tMW4L,Q500759,S Club,2628603,692814,London,reported_place,False,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
188,4zKYrXs8iN4AeHmO8ZxNqp,Q7617018,Still Corners,2608941,415092,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
189,1caBfBEapzw8z2Qz9q0OaQ,Q731642,Asking Alexandria,2592556,2530673,York,reported_place,True,False,,,,,contested,York,contested,high,strict,UK533F
190,2yTUYhIf8fxptTIy3KLuJD,Q653632,Mike + The Mechanics,2591206,794443,Dover,reported_place,True,False,,,,,confirmed,Dover,not_reviewed,,excluded_no_defensible_fua,
191,5TDVKqW9uhqGjwwwKGuma4,Q165386,All Saints,2567281,609132,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
192,01pKrlgPJhm5dB4lneYAqS,Q16333772,Sigma,2550591,360513,Leeds,reviewed_override,True,False,,,,,corrected,Leeds,corrected,high,strict,UK003F
193,2mbvqMGpwLsakeH45p1Jrb,Q1427200,Mungo Jerry,2528248,142677,Ashford,reported_place,True,False,,,,,confirmed,Ashford,not_reviewed,,excluded_no_defensible_fua,
194,4aaBjq7VqqQvpSF69GglvO,Q1121732,Moloko,2507932,516418,Sheffield,reported_place,True,False,,,,,confirmed,Sheffield,not_reviewed,,strict,UK010F
195,4gIdjgLlvgEOz7MexDZzpM,Q322265,Status Quo,2503249,872142,London,reported_place,True,True,,,,,confirmed,London,not_reviewed,,strict,UK001F
196,5r1bdqzhgRoHC3YcCV6N5a,Q421794,The Darkness,2453090,510654,Lowestoft,reported_place,True,False,,,,,confirmed,Lowestoft,not_reviewed,,strict,UK569F
197,5JsdVATHNPE0XdMFMRoSuf,Q916484,Texas,2420479,572024,Glasgow,reported_place,True,False,,,,,confirmed,Glasgow,not_reviewed,,strict,UK004F
198,1NRzxuPpdGushT8YmF5NAa,Q1116554,Edison Lighthouse,2393214,80780,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
199,6Zh3xrWlA0SA9Fsfj9AVwm,Q2030370,Wang Chung,2358411,413141,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
200,49DW3KvkyjHO35mK1JnSyS,Q887376,The Cult,2277310,852449,Bradford,reviewed_override,True,True,,,,,confirmed,Bradford,confirmed,high,strict,UK003F
201,6SLAMfhOi7UJI0fMztaK0m,Q16005,Rainbow,2270623,1739107,Hertford,reported_place,True,True,,,,,confirmed,Hertford,confirmed,medium,strict,UK001F
202,1KNXft7nnRQj82sENi7WGN,Q527586,Sohodolls,2252106,321285,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
203,0fgYKF9Avljex0L9Wt5b8Z,Q925641,Echo & the Bunnymen,2210172,1120606,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
204,0qLNsNKm8bQcMoRFkR8Hmh,Q1277864,James,2205349,661228,,unresolved_multiple_places,True,False,,,,,evidence_for_missing_claim,Manchester,not_reviewed,medium,excluded_no_defensible_fua,
205,60FV7KyxIH9FH1uq7u8inP,Q664467,The Shapeshifters,2179710,99295,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
206,0MmnmsAuQKRFpo6vJElcaU,Q16821378,Amber Run,2165390,590700,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Nottingham,not_reviewed,medium,excluded_no_defensible_fua,
207,2xaAOVImG2O6lURwqperlD,Q16825909,Catfish and the Bottlemen,2164420,1222331,,unresolved_multiple_places,True,False,,,,,evidence_for_missing_claim,Llandudno,not_reviewed,medium,excluded_no_defensible_fua,
208,10gzBoINW3cLJfZUka8Zoe,Q323187,Above & Beyond,2160062,889088,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
209,46CitWgnWrvF9t70C2p1Me,Q5227901,Daughter,2134237,1446477,London,reported_place,True,True,,,,,confirmed,London,not_reviewed,,strict,UK001F
210,5BcZ22XONcRoLhTbZRuME1,Q211965,The Moody Blues,2129836,1500809,Birmingham,reported_place,True,False,,,,,confirmed,Birmingham,not_reviewed,,strict,UK002F
211,3JaAGmSTpJK35DqWrDUzBz,Q487919,Sweet,2128725,555143,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
212,7nkLRaWHImCvWGHdNGnhVE,Q630808,Ten Years After,2124380,656932,Nottingham,reported_place,True,False,,,,,source_variation,Nottingham,not_reviewed,medium,strict,UK029F
213,0L9xkvBPcEp1nrhDrodxc5,Q123025,Level 42,2112387,788876,Isle of Wight,reviewed_override,True,False,,,,,confirmed,Isle of Wight,not_reviewed,,excluded_no_defensible_fua,
214,6x33CmZWo2Ve4hxYl2Craq,Q114651,Foghat,2100357,1001735,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
215,6bWxFw65IEJzBYjx3SxUXd,Q749019,Morcheeba,2099112,988331,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
216,2sIx6SmAMw9IBySG3Uj0jf,Q977786,Soul II Soul,2087009,374840,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
217,5jVeqi3PNaTOajfvBa4uFn,Q1500069,Thompson Twins,2069490,750750,Sheffield,reported_place,True,False,,,,,confirmed,Sheffield,not_reviewed,,strict,UK010F
218,2u0gw0uCWBMiqV7h0N8kai,Q49871,Wet Wet Wet,2057236,614358,Clydebank,reported_place,True,False,,,,,confirmed,Clydebank,not_reviewed,,strict,UK004F
219,4G9wSdX0klmoHfjm9i6DLd,Q30610109,Loathe,1996442,613049,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
220,6UL7BodGc5iVmQGlMwHR0g,Q1542680,Steel Pulse,1883347,736715,Birmingham,reported_place,True,False,,,,,source_variation,Birmingham,not_reviewed,medium,strict,UK002F
221,0O0lrN34wrcuBenkqlEDZe,Q276463,The Psychedelic Furs,1846381,722130,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
222,1n65zfwYIj5kKEtNgxUlWb,Q323834,Siouxsie and the Banshees,1823237,1457428,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
223,2pH3wEn4eYlMMIIQyKPbVR,Q212715,DragonForce,1802181,1321799,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
224,7sjttK1WcZeyLPn3IsQ62L,Q194227,Noel Gallagher's High Flying Birds,1799845,1117710,Manchester,reported_place,True,False,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
225,5APEQlUaQ5K70LgPqAdTuU,Q122918147,Night Tapes,1719979,135032,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
226,14H7ag1wpQOsPPQJOD6Dqr,Q191915,Zero 7,1686407,592881,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
227,4GvOygVQquMaPm8oAc0vXi,Q316029,The Streets,1675316,601898,Birmingham,reported_place,True,False,The Streets,,,,source_variation,Birmingham,not_reviewed,medium,strict,UK002F
228,0G8zjE6SsFTlbglCkU8pm3,Q1051417,Starsailor,1655319,247718,Manchester,editorial_city_cluster,True,False,,,,,source_variation,Wigan,not_reviewed,medium,strict,UK008F
229,6Hd3xhv1sj3rlojjvGLkGR,Q442456,Black Box Recorder,1619909,243011,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
230,5rIqOJspxDq89aBBCUda1X,Q815849,Smokie,1611813,728999,Bradford,reviewed_override,True,False,,,,,confirmed,Bradford,not_reviewed,,strict,UK003F
231,2P560DaOMNDUACoH8ZhOCR,Q916461,The Jam,1609992,862279,Woking,reported_place,True,False,,,,,confirmed,Woking,not_reviewed,,strict,UK001F
232,0gcMPgunYh4rX1UOdvZKBn,Q1869183,Londonbeat,1590343,72136,London,reviewed_override,True,False,,,,,corrected,London,corrected,,strict,UK001F
233,6w6z8m4WXX7Tub4Rb6Lu7R,Q192353,Jethro Tull,1535908,2025126,Luton,reported_place,True,True,,,,,source_variation,Luton,not_reviewed,medium,strict,UK532F
234,1N2FgBLehaq77UEdJhCt7f,Q1430158,Saint Etienne,1513825,195555,Croydon,reported_place,True,True,,,,,confirmed,Croydon,not_reviewed,,strict,UK001F
235,3jTlKw98Ql1jGRPYqhqHap,Q973760,Skindred,1507719,681458,Newport,reported_place,True,False,,,,,confirmed,Newport,not_reviewed,,strict,UK558F
236,4uRYpUQZrNrY5t8tAv3XrD,Q1066310,NERO,1501385,808732,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
237,2utNxkLhreF1oIfO8kQT3q,Q1926913,Manfred Mann's Earth Band,1497096,487796,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
238,6rEzedK7cKWjeQWdAYvWVG,Q24791,Five,1473171,551020,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
239,5nSAh3wlH7VaqpnkiMjzDs,Q21475095,WSTRN,1459546,335397,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,West London,not_reviewed,medium,excluded_no_defensible_fua,
240,3Eo78i1MPfle0XVjMvia8A,Q1165942,Dario G,1447823,37747,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Crewe,not_reviewed,medium,excluded_no_defensible_fua,
241,6xnvNmSzmeOE1bLKnYXKW3,Q19057,The Specials,1432373,741585,Coventry,reported_place,True,False,,,,,confirmed,Coventry,not_reviewed,,strict,UK025F
242,1NUD5By34MFynmuUynCfSj,Q458284,The Real Thing,1425692,112151,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
243,1EJWNhiYbOyeUHbsS7Kp1P,Q1754009,Sneaker Pimps,1412387,342340,Hartlepool,reported_place,True,False,,,,,confirmed,Hartlepool,not_reviewed,,strict,UK559F
244,6zpPKMhpOoG646kJgZ7RKf,Q1294961,Johnny Hates Jazz,1399373,249325,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
245,0GbqW5TJr7n4is453VOY4C,Q214486,Procol Harum,1385101,564567,Southend-on-Sea,reported_place,True,False,,,,,confirmed,Southend-on-Sea,not_reviewed,,strict,UK001F
246,7ai5TWiOG8g9Hds5AATS28,Q678410,Marillion,1370532,554699,Aylesbury,reported_place,True,False,,,,,confirmed,Aylesbury,not_reviewed,,excluded_no_defensible_fua,
247,31lnFZEM6ysvjOx59VyxRE,Q15637787,Krept & Konan,1367407,506547,South London,reported_place,True,False,,,,,confirmed,South London,not_reviewed,,strict,UK001F
248,39oSLGo3HkaeYXzUEGgAGQ,Q503037,EMF,1351005,106882,Cinderford,reported_place,True,False,,,,,confirmed,Cinderford,not_reviewed,,excluded_no_defensible_fua,
249,1km0R7wy712AzLkA1WjKET,Q858365,Biffy Clyro,1330864,792584,Kilmarnock,reported_place,True,False,,,,,confirmed,Kilmarnock,not_reviewed,,excluded_no_defensible_fua,
250,22RISwgVJyZu9lpqAcv1F5,Q23057702,Blossoms,1329106,515545,Manchester,editorial_city_cluster,True,False,,,,,confirmed,Stockport,not_reviewed,,strict,UK008F
251,5lPsVvHVDr6R5mDxRUXdOs,Q279634,A1,1308390,574084,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
252,2Z7UcsdweVlRbAk5wH5fsf,Q862520,The Last Shadow Puppets,1305891,1251280,Sheffield,reported_place,True,False,,,,,confirmed,Sheffield,not_reviewed,,strict,UK010F
253,15ajdFAi5bjj5pS9laBfBL,Q427469,Right Said Fred,1289669,75075,East Grinstead,reported_place,True,False,,,,,confirmed,East Grinstead,not_reviewed,,excluded_no_defensible_fua,
254,7vjRpVXoecwKTEsrb9iscj,Q110863918,Jadu Heart,1279776,169564,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
255,1ZVACPeq7ccGCoUXwtafUU,Q65327538,KNEECAP,1263438,558490,Belfast,reported_place,True,False,,,,,confirmed,Belfast,not_reviewed,,strict,UK012F
256,6e9wIFWhBPHLE9bXK8gtBI,Q570393,Editors,1241937,786142,Stafford,reviewed_override,True,False,,,,,resolved,Stafford,resolved,medium,excluded_no_defensible_fua,
257,2wvUfjKGoXvcnDHq7GgMOa,Q219939,The Ting Tings,1233876,445083,Manchester,editorial_city_cluster,True,False,,,,,confirmed,Salford,not_reviewed,,strict,UK008F
258,1u7kkVrr14iBvrpYnZILJR,Q82545,Sex Pistols,1231532,2087179,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
259,6OqhFYFJDnBBHas02HopPT,Q19370850,Kero Kero Bonito,1201107,611925,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
260,6PwcexHTG0qJWQQwp05Bpm,Q1753527,Pilot,1181505,78328,Edinburgh,reported_place,True,False,,,,,confirmed,Edinburgh,not_reviewed,,strict,UK007F
261,5HlXA01kcjssYDT7EoqUJF,Q167977,Skunk Anansie,1179800,449680,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
262,2VAvhf61GgLYmC6C8anyX1,Q722778,Boards of Canada,1177186,844402,Edinburgh,reported_place,True,False,,,,,source_variation,Edinburgh,not_reviewed,medium,strict,UK007F
263,3wury2nd8idV4GecUg5xze,Q666697,Primal Scream,1165795,590819,Glasgow,reported_place,True,False,,,,,confirmed,Glasgow,not_reviewed,,strict,UK004F
264,3UmBeGyNwr4iDWi1vTxWi8,Q733400,Gerry & The Pacemakers,1163214,313722,Liverpool,reported_place,True,True,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
265,3iUjRVvYCsMfz7tuAQtBDI,Q316485,Ultravox,1162862,609815,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
266,45InkbGypoMk5nVX6dsHkt,Q1959629,N-Trance,1162155,82658,Oldham,reported_place,True,False,,,,,confirmed,Oldham,not_reviewed,,strict,UK008F
267,3vEL65ycUboLH76pgdtqlF,Q131762147,South Arcade,1151351,332563,Guildford,reviewed_override,True,False,,,,,resolved,Guildford,resolved,medium,strict,UK033F
268,4I2BJf80C0skQpp1sQmA0h,Q691568,Belle and Sebastian,1141204,747098,Glasgow,reported_place,True,True,,,,,confirmed,Glasgow,not_reviewed,,strict,UK004F
269,0nCiidE5GgDrc5kWN3NZgZ,Q273171,"Emerson, Lake & Palmer",1139758,1194686,London,reviewed_override,True,False,,,,,resolved,London,resolved,medium,strict,UK001F
270,4pJCawaKSZ40EnxN0YEYw3,Q798993,Badfinger,1128068,471790,Swansea,reported_place,True,False,,,,,confirmed,Swansea,not_reviewed,,strict,UK517F
271,40nPYop0FOD9Syyu5y4dAU,Q135218611,PRESIDENT,1108071,247203,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
272,3i9hP422d2KMjaupTzBNVS,Q1049145,The Spencer Davis Group,1087690,317136,Birmingham,reported_place,True,False,,,,,confirmed,Birmingham,not_reviewed,,strict,UK002F
273,2CkhxuagMCG9uvlbKm5G3m,Q142904,Imagination,1083676,139019,London,reported_place,True,True,,,,,confirmed,London,not_reviewed,,strict,UK001F
274,4fomCZiFUMX73KJ0YQ0V90,Q1757677,The Beautiful South,1074612,498337,Kingston upon Hull,reported_place,True,False,,,,,confirmed,Kingston upon Hull,not_reviewed,,strict,UK026F
275,3NZE8jDD2cCzd4vUyZ5CQQ,Q339626,Spacehog,1073095,164649,New York City,reported_place,True,False,,,,,confirmed,New York City,not_reviewed,,excluded_non_uk,
276,5670CyWrIOA7702gNjsGMZ,Q319265,Manfred Mann,1070103,421269,,unresolved_generic_or_missing,True,True,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
277,2XIbOWDT5vZPW7jNyzdfcK,Q107981908,Caskets,1063882,255906,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Leeds,not_reviewed,medium,excluded_no_defensible_fua,
278,75mafsNqNE1WSEVxIKuY5C,Q39070668,IDLES,1060008,893225,Bristol,reported_place,True,False,,,,,confirmed,Bristol,not_reviewed,,strict,UK011F
279,3UCbp6D1lvILlxRJT9LnFa,Q106091172,Koven,1057644,149136,,unresolved_generic_or_missing,True,True,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
280,6csA2rxNLkQJXeEa7lyGXn,Q1303048,Mis-Teeq,1053166,147133,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
281,2Omy3P5hFZym7FKum1JA1s,Q251657,UFO,1051240,669681,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
282,6ssXMmc5EOUrauZxirM910,Q1331605,White Lies,1046821,560678,Ealing,reported_place,True,False,,,,,confirmed,Ealing,not_reviewed,,strict,UK001F
283,0Ak6DLKHtpR6TEEnmcorKA,Q1458872,The Vaccines,1042137,807443,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
284,0fYPQBOx0vsRMmjUba9HgF,Q1691644,Modern English,1039829,242915,Colchester,reported_place,True,False,,,,,confirmed,Colchester,not_reviewed,,strict,UK546F
285,67YNiSqhrx1P8oPvIIvbP5,Q1973228,The Lightning Seeds,1037603,189073,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
286,7M1FPw29m5FbicYzS2xdpi,Q189382,King Crimson,1036506,1414122,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
287,6Jrj26oAY96EEC2lqC6fua,Q591279,Squeeze,1034511,369318,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
288,2s79xe5F6eUQkjwjww27Fh,Q287078,ABC,1028147,431631,Sheffield,reported_place,True,False,,,,,confirmed,Sheffield,not_reviewed,,strict,UK010F
289,6QNkSI0c63lCTNXpHDBiqP,Q339889,Ace,1026309,40060,Sheffield,reported_place,True,False,,,,,confirmed,Sheffield,not_reviewed,,strict,UK010F
290,3Z6IRCo7umuk8K2XQy0ZDj,Q826185,Busted,1009124,307292,Southend-on-Sea,reported_place,True,False,,,,,confirmed,Southend-on-Sea,not_reviewed,,strict,UK001F
291,12EtLdLfJ41vUOoVzPZIUy,Q205473,Girls Aloud,996906,552875,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
292,0nJaMZM8paoA5HEUTUXPqi,Q18357134,Bear's Den,996827,345964,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
293,0aeLcja6hKzb7Uz2ou7ulP,Q1811037,Noah And The Whale,995813,469876,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
294,4HxBVyHaUa60eCSsJWxwWR,Q751814,Sisters of Mercy,994856,771147,Leeds,reported_place,True,False,,,,,confirmed,Leeds,not_reviewed,,strict,UK003F
295,3KNZ9AOjBajjmr6ZR2VGfl,Q269813,Il Divo,977922,966587,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Multi-national (tenors from France,not_reviewed,medium,excluded_no_defensible_fua,
296,4rjlerN21ygkIhmUv55irs,Q1126301,The Jesus and Mary Chain,975001,578109,East Kilbride,reported_place,True,False,,,,,confirmed,East Kilbride,not_reviewed,,strict,UK004F
297,3pTE9iaJTkWns3mxpNQlJV,Q891829,Bombay Bicycle Club,970928,881071,Crouch End,reported_place,True,False,,,,,source_variation,Crouch End,not_reviewed,medium,strict,UK001F
298,1kNQXvepPjaPgUfeDAF2h6,Q1512507,You Me At Six,967721,698799,Weybridge,reported_place,True,False,,,,,confirmed,Weybridge,not_reviewed,,strict,UK001F
299,47izDDvtOxxz3FzHYuUptd,Q223768,McFly,964171,515965,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
300,7bKupnlF7XOfR1En3K8oAL,Q1533399,Go West,925778,281420,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
301,1CD77o9fbdyQFrHnUPUEsF,Q1048439,Traffic,924163,664568,Birmingham,reported_place,True,False,,,,,confirmed,Birmingham,not_reviewed,,strict,UK002F
302,3Kf7VEIRWquxrNIuyJZnfF,Q1134101,Cornershop,920853,85161,Leicester,reported_place,True,False,,,,,confirmed,Leicester,not_reviewed,,strict,UK014F
303,37uLId6Z5ZXCx19vuruvv5,Q877512,Hot Chip,912686,723814,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
304,4fSPtBgFPZzygkY6MehwQ7,Q214350,The Libertines,911120,943427,London,reported_place,True,True,,,,,confirmed,London,not_reviewed,,strict,UK001F
305,6D7h7R79IZjqJC2GM2wzyY,Q1592619,Heatwave,907968,515706,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
306,2uH0RyPcX7fnCcT90HFDQX,Q217025,Manic Street Preachers,893282,751312,Blackwood,reported_place,True,False,,,,,confirmed,Blackwood,not_reviewed,,strict,UK009F
307,0TJB3EE2efClsYIDQ8V2Jk,Q665798,Elbow,891884,578182,Ramsbottom,reported_place,True,False,,,,,source_variation,Ramsbottom,not_reviewed,medium,strict,UK008F
