popularity_rank,returned_spotify_id,wikidata_qid,spotify_name,monthly_listeners,followers,origin_cluster,origin_resolution,spotify_biography_present,biography_keyword_review,matching_musicbrainz_person,other_person_ids_in_musicbrainz_links,eligibility_review,eligibility_source_url,final_status,final_origin,manual_status,review_priority,mapping_tier,fua_code
460,4ogwGU9VPWrnVBs1GEwZVV,Q14832136,Temples,356937,279903,Kettering,reported_place,True,False,,,,,confirmed,Kettering,not_reviewed,,excluded_no_defensible_fua,
461,4QmkLL9JOqM9dusHS1Hghe,Q1132434,The Searchers,355906,216702,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
462,1koutXdSFq2PHqtxSWj9tK,Q115247043,Hot Milk,353065,170694,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Manchester,not_reviewed,medium,excluded_no_defensible_fua,
463,2ARO60gI5do88ho6azmzab,Q328221,Django Django,347616,252535,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
464,6dYrdRlNZSKaVxYg5IrvCH,Q741316,The KLF,343591,144352,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
465,5PYuBRQMHh7nWmdV076sH9,Q741663,Heaven 17,342911,273309,Sheffield,reported_place,True,False,,,,,confirmed,Sheffield,not_reviewed,,strict,UK010F
466,1QCANeffsBIHjzhMqUIxBh,Q116385,Babybird,342115,21473,Sheffield,reported_place,True,True,,,,,confirmed,Sheffield,not_reviewed,,strict,UK010F
467,1wzBqAvtFexgKHjt7i3ena,Q13431488,Fred V & Grafix,340452,83743,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Exeter,not_reviewed,medium,excluded_no_defensible_fua,
468,0otAqZw8htTsGHfqR491Yh,Q18162306,Sleaford Mods,336962,304620,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Nottingham,not_reviewed,medium,excluded_no_defensible_fua,
469,0gIo6kGl4KsCeIbqtZVHYp,Q750593,Paradise Lost,336657,395901,Halifax,reported_place,True,False,,,,,confirmed,Halifax,not_reviewed,,strict,UK003F
470,12KsgeavNVg66cW2frw3j2,Q3522451,The Real Tuesday Weld,334907,34267,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
471,08YvZ2qzFrDSITfHLbPKMP,Q1259392,Lamb,332261,269420,Manchester,reported_place,True,False,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
472,7ooOn6bokl4mGV4CEaUz6A,Q527789,Shakespears Sister,331052,126106,London,reported_place,True,True,,,,,confirmed,London,not_reviewed,,strict,UK001F
473,2DppeCnNtvrLfEobq9Pw5r,Q1798554,Adam & The Ants,328644,352561,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
474,3iejrAcqxYoVgyxp6zkWgs,Q2277663,Shed Seven,327277,175249,York,reported_place,True,False,,,,,confirmed,York,not_reviewed,,strict,UK533F
475,2LMR8u7DOMF0FBseDpTsRa,Q1775665,The Beta Band,325029,135396,St Andrews,reviewed_override,True,False,,,,,corrected,St Andrews,corrected,,excluded_no_defensible_fua,
476,7J7YRBSoiXpdTmcbkKZL2C,Q648841,The Honeydrippers,321812,57290,Worcestershire,reported_place,True,True,,,,,confirmed,Worcestershire,not_reviewed,,excluded_no_defensible_fua,
477,1Q776wzj2mrtXrNu3iH6nk,Q635772,Archive,318451,330186,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
478,1dekSPU23UC5hw5b8Uxk9W,Q1234401,Dodgy,318066,70095,Hounslow,reported_place,True,False,,,,,confirmed,Hounslow,not_reviewed,,strict,UK001F
479,1HOeqtP7tHkKNJNLzQ2tnr,Q1382296,Everything Everything,317529,310570,Manchester,reported_place,True,False,,,,,source_variation,Manchester,not_reviewed,medium,strict,UK008F
480,6htUPs3clIStnkvg5jimKZ,Q1823053,Liberty X,317064,157028,London,reported_place,True,True,,,,,confirmed,London,not_reviewed,,strict,UK001F
481,2ScuQMRWThcifBRIvNDFDC,Q886072,John Mayall & The Bluesbreakers,316818,446310,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
482,09mvgMBvJkxarNIDGdwPWg,Q643299,Love and Rockets,313702,235396,Northampton,reported_place,True,True,,,,,confirmed,Northampton,not_reviewed,,strict,UK528F
483,4XO18kRHLT6F5RhomZGrpc,Q3219976,Layo & Bushwacka!,313503,36386,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
484,1WQky50vkzSvSCUl0ejWqb,Q1758107,Matt Bianco,312847,107297,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
485,0WUphJOGHE5i95IeR87hsO,Q1073261,China Crisis,306242,149310,Kirkby,reported_place,True,False,,,,,source_variation,Kirkby,not_reviewed,medium,strict,UK006F
486,4fgXfJCQnK6c44u4KzAtQP,Q29862757,Sundara Karma,305536,206350,Reading,reported_place,True,False,,,,,confirmed,Reading,not_reviewed,,strict,UK552F
487,3Uz6jx81OY2J5K8Z4wmy2P,Q612471,Camel,305476,441790,Guildford,reported_place,True,False,,,,,confirmed,Guildford,not_reviewed,,strict,UK033F
488,30tUlKZ8oLo0BnN6n0GZKD,Q59418184,Nuages,303990,100431,,unresolved_generic_or_missing,False,False,nuages,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
489,5lhaM01nwvsMZpmPY2HVER,Q283835,Carcass,303826,495994,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
490,2pVMD4bFwl4AyoYyyo51Qg,Q807957,Barclay James Harvest,303511,187986,Oldham,reported_place,True,False,,,,,confirmed,Oldham,not_reviewed,,strict,UK008F
491,4IdvJZeciaa37wYr2qBpjm,Q46510292,Cliff Richard & The Shadows,303431,118840,,unresolved_generic_or_missing,False,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
492,3H7pODXycF821OnRyAw2VT,Q3648767,911,302164,186144,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Carlisle,not_reviewed,medium,excluded_no_defensible_fua,
493,1sAkg8871iPVI0wPbOfIZa,Q238641,Fairground Attraction,301377,48326,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
494,4Bgfzia8wyaGaTn42egzTv,Q1050456,Catatonia,301265,90480,Cardiff,reported_place,True,False,,,,,confirmed,Cardiff,not_reviewed,,strict,UK009F
495,52y1cRHUkI0kQqIXCg6JuZ,Q6669284,Johnny Kidd & The Pirates,300280,37258,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
496,4AbDWrmJPSOeIbT2Ou60ik,Q916973,Funeral For A Friend,298448,268224,Bridgend,reported_place,True,False,,,,,confirmed,Bridgend,not_reviewed,,excluded_no_defensible_fua,
497,4Q6EFOghPrRjdwsF4p7Nzm,Q1470712,Nailbomb,297670,203781,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Phoenix,not_reviewed,medium,excluded_no_defensible_fua,
498,0WPY9nnBy01s5QOt4o4oQX,Q4371,Ride,296215,272871,Oxford,reported_place,True,False,,,,,confirmed,Oxford,not_reviewed,,strict,UK560F
499,6bkF6GDcyXZn2T0D5Fwldl,Q21722983,Hang Massive,296134,180715,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
500,48VgYEfRllDfyLl4BEMVSF,Q128077193,The Oozes,295667,208913,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
501,5E704N5StxMVKpalhaJ5L3,Q587713,The Shamen,295405,81056,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Aberdeen,not_reviewed,medium,excluded_no_defensible_fua,
502,5gInJ5P5gQnOKPM3SUEVFt,Q1028565,Camera Obscura,295126,206573,Glasgow,reported_place,True,False,,,,,confirmed,Glasgow,not_reviewed,,strict,UK004F
503,6Pwy6Wat9hp8g83y6gih5g,Q5211877,Damage,294456,21732,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
504,2LIdnZDzySb04oH40be1fR,Q1145652,Fairport Convention,294353,149174,London,reported_place,True,True,,,,,confirmed,London,not_reviewed,,strict,UK001F
505,4jrTNltJtTMUfXybDdsHDn,Q934498,The New Seekers,294222,68961,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
506,4GzIiGnHYrOnq2LUiD6zdo,Q1689719,Jive Bunny and the Mastermixers,294182,63077,Rotherham,reported_place,True,False,,,,,source_variation,Rotherham,not_reviewed,medium,strict,UK010F
507,7243txmysJ4KbRmH8UAMKO,Q28754328,The Amazons,294130,149873,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Reading,not_reviewed,medium,excluded_no_defensible_fua,
508,09K1H1DgyIXHsMx2j7KTFX,Q1956918,Mystery Jets,291320,170699,Eel Pie Island,reported_place,True,False,,,,,source_variation,Eel Pie Island,not_reviewed,medium,strict,UK001F
509,7EV6jW6dotBdvsHj6xPixi,Q1543686,The Divine Comedy,291037,174650,Northern Ireland,reported_place,True,True,,,,,evidence_for_missing_claim,Enniskillen,not_reviewed,medium,excluded_no_defensible_fua,
510,6lHC2EQMEMZiEmSfFloarn,Q1256943,Peter And Gordon,290650,38450,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
511,45FqwUG4hTT6d39r2HUsUe,Q3476673,Sea Girls,289846,161623,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
512,19f2JXwlRU26376TCKmp6L,Q18151740,GoGo Penguin,289811,295895,Manchester,reported_place,True,False,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
513,3oxkIoEAyXXQlLTZXlffLJ,Q64832876,Zola Blood,286256,87001,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
514,66GWpx9iLxrvvfhDsG9STP,Q500492,Inspiral Carpets,285082,169178,Oldham,reported_place,True,False,,,,,confirmed,Oldham,not_reviewed,,strict,UK008F
515,4K3NWDwBIxgktui14SccR2,Q1504687,The Vapors,284360,63462,Guildford,reported_place,True,False,,,,,confirmed,Guildford,not_reviewed,,strict,UK033F
516,0GShYlUdyLahdsvgKdselx,Q798739,Bad Manners,283186,175516,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
517,31DXlldabwPHwu6dYevuzK,Q585470,Simian Mobile Disco,281669,182922,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
518,7DEseTqRODmSu3C7jxCHl5,Q1633685,The Boxer Rebellion,280654,126547,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
519,0roeI3yPusDWwWRzAqTopw,Q4387765,Jesus Jones,280634,66527,Bradford-on-Avon,reported_place,True,False,,,,,confirmed,Bradford-on-Avon,not_reviewed,,excluded_no_defensible_fua,
520,1GWV70Reko15eV2nHCm0bM,Q1970440,The Blue Nile,278387,109768,Glasgow,reported_place,True,False,,,,,confirmed,Glasgow,not_reviewed,,strict,UK004F
521,2HBbky0Z08ZcCKVsXWbNE4,Q1141454,The Dave Clark Five,278011,252497,Tottenham,reported_place,True,False,,,,,confirmed,Tottenham,not_reviewed,,strict,UK001F
522,3qQloBz05T6e0rKubNCmjG,Q100599254,Young Gun Silver Fox,276802,77208,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
523,0aTdKgInKeMlNnwWSa1YPT,Q1971039,OceanLab,276395,83360,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
524,51Eq6WMVEOjjx9KQMAnneG,Q1146764,The Cribs,276100,212021,Wakefield,reported_place,True,False,,,,,confirmed,Wakefield,not_reviewed,,strict,UK003F
525,3VQXCMRCSzdKek71OkAL3Q,Q135966902,World News,276065,17710,London,reviewed_override,True,False,,,,,corrected,London,corrected,,strict,UK001F
526,2i8ynmFv4qgRksyDlBgi6d,Q1135620,Wire,272502,240002,London,reported_place,True,True,,,,,confirmed,London,not_reviewed,,strict,UK001F
527,14GEKKALFIO2oB9IdGXg2e,Q2146848,Reverend And The Makers,271305,95993,Sheffield,reported_place,True,False,,,,,confirmed,Sheffield,not_reviewed,,strict,UK010F
528,191Koh7PSIi28IrGAGoINO,Q652420,Reef,269572,68741,Glastonbury,reported_place,True,False,,,,,confirmed,Glastonbury,confirmed,medium,excluded_no_defensible_fua,
529,3q7uty73JMtjzCSJdGQD7B,Q2669700,Cinnamon Chasers,269301,52546,,unresolved_generic_or_missing,True,False,Cinnamon Chasers,,verified_solo_project,https://www.russ-davies.com/alter-egos,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
530,5pL8Q5xbDLEDE6JvYMXX9u,Q7067693,Nu:Logic,269288,41401,Cambridge,reported_place,True,True,,,,,confirmed,Cambridge,not_reviewed,,strict,UK017F
531,2bt3I0VkmYuPvP57sxokab,Q1538935,Stiff Little Fingers,266703,236374,Belfast,reported_place,True,False,,,,,confirmed,Belfast,not_reviewed,,strict,UK012F
532,1DlbW0TOOja6uqR4CHAaeg,Q5590943,Grace,266321,9154,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
533,7KnaZr690xW0sCihF9Z8oP,Q18852,lostprophets,264396,179652,Pontypridd,reported_place,True,False,,,,,confirmed,Pontypridd,not_reviewed,,strict,UK009F
534,5fEKZRCUa0JApec5Xy095q,Q18712447,Moose Blood,263954,194936,Canterbury,reported_place,True,False,,,,,confirmed,Canterbury,not_reviewed,,excluded_no_defensible_fua,
535,194g4SFwSSzyPtgkH7v3Cx,Q389095,After The Fire,261736,24888,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
536,52K4ArhA4OgMO7AsyEgqCT,Q895390,Bow Wow Wow,261338,131599,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
537,2qsc1hUhG2UrNZhByveJ6x,Q365099,Danny Wilson,260573,29191,Dundee,reviewed_override,True,False,,,,,corrected,Dundee,corrected,,strict,UK550F
538,231kUXNyI5BYxIvZacVbCu,Q6535703,Levitation,260389,7922,London,reported_place,False,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
539,5HAtRoEPUvGSA7ziTGB1cF,Q924993,The Orb,260320,214298,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
540,3cqIsBnzV3BabbPWKz8Txf,Q1471676,Mud,259860,92756,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
541,4UwR1ir6PovnQiwX5jRPvF,Q113199573,Anti Up,259333,52163,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
542,3IXtskFMls8KXRipcIJT9y,Q19654688,AS IT IS,259244,161720,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Brighton,not_reviewed,medium,excluded_no_defensible_fua,
543,3Z7thZHrtFvqp8OpPffPKp,Q1426055,Propellerheads,258314,173478,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Bath,not_reviewed,medium,excluded_no_defensible_fua,
544,3cohAS2UQTaOo80kCn8qjT,Q56757496,Ten Fé,257636,50901,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
545,2qV7axHq9Jk7QqFcB3f05A,Q1142296,The Zutons,254373,160719,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
546,6ydvoGN30eRfE78bjTANF7,Q128482668,Sad Night Dynamite,253077,83934,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
547,5ZfzzHE7rxONfoksJsLXrX,Q839831,Bucks Fizz,252247,70385,,unresolved_generic_or_missing,True,True,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
548,7sYipTRgDXS2JVOPEhRutx,Q3399302,Portico Quartet,251925,213988,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
549,6fVcDUckTwxqg56qNsEvUr,Q1464866,Frightened Rabbit,251709,255039,Selkirk,reported_place,True,False,,,,,confirmed,Selkirk,not_reviewed,,excluded_no_defensible_fua,
550,7GeAzBsalYANXTi1ReOm1R,Q7600283,Stanton Warriors,251667,70322,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Bristol,not_reviewed,medium,excluded_no_defensible_fua,
551,7EFB09NxZrMi9pGlOnuBpd,Q1138555,The Horrors,251304,296621,Southend-on-Sea,reported_place,True,False,,,,,confirmed,Southend-on-Sea,not_reviewed,,strict,UK001F
552,6EK2381dTQEvcn3KrnMOWQ,Q1476064,Uniting Nations,251123,11305,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
553,7DruTvBV7owt1aSAZHsU58,Q22712305,Viola Beach,245749,146142,Warrington,reported_place,True,False,,,,,confirmed,Warrington,not_reviewed,,strict,UK531F
554,4KlYg0F5KG9QNDFKaeTNAy,Q727124,VNV Nation,245699,225268,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
555,7hqZBHSgDs1odG9aupMzEI,Q239474,Big Audio Dynamite,244576,159697,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
556,2VL8sLEJ6lHEwocjc1pN9w,Q177364,The Tremeloes,239363,158758,Dagenham,reviewed_override,True,False,,,,,corrected,Dagenham,corrected,,excluded_no_defensible_fua,
557,2IkHcHKErbWa0TA14yHkbl,Q1228291,Dirty Vegas,237782,57837,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
558,2RiGIRDi4GoJpDbjDnPVJl,Q1631741,Sylosis,236596,189903,Reading,reported_place,True,False,,,,,confirmed,Reading,not_reviewed,,strict,UK552F
559,5OK8j1JnhoBlivN32G7yOO,Q1754136,This Mortal Coil,236565,200368,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Wandsworth,not_reviewed,medium,excluded_no_defensible_fua,
560,4qobOrZpdUri80gScwsHfs,Q15528102,Bondax,235766,111883,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Lancaster,not_reviewed,medium,excluded_no_defensible_fua,
561,2CxLP749mup3ncPrXgCnvU,Q664459,Humble Pie,234347,375622,Moreton,reported_place,True,False,,,,,confirmed,Moreton,not_reviewed,,strict,UK001F
562,6imyM8T1Xbe8v2iZe41dR7,Q366679,Haircut 100,233270,99361,Beckenham,reported_place,True,False,,,,,confirmed,Beckenham,not_reviewed,,excluded_no_defensible_fua,
563,41yDmxekjnWShKi6nRmzZ4,Q22080889,Rivers & Robots,233180,136616,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Manchester,not_reviewed,medium,excluded_no_defensible_fua,
564,0ZUyFEafMwocvApBjTXvdo,Q15044932,This Is The Kit,229902,129605,Winchester,reported_place,True,False,,,,,confirmed,Winchester,not_reviewed,,excluded_no_defensible_fua,
565,1TrwMxRrrlk0hZxJkw4jUF,Q1380135,Levellers,228842,94240,Brighton,reported_place,True,False,,,,,confirmed,Brighton,not_reviewed,,strict,UK515F
566,7n1EM42Fseebd9H2p8eWWS,Q1501951,New Model Army,226980,124775,Bradford,reviewed_override,True,False,,,,,confirmed,Bradford,not_reviewed,,strict,UK003F
567,3gnrmLahFhVXRI9DA1MImH,Q1488607,We Were Promised Jetpacks,226591,142629,Edinburgh,reported_place,True,False,,,,,confirmed,Edinburgh,not_reviewed,,strict,UK007F
568,6C0JkmxU2cgkVzotHJgfW7,Q580268,Athlete,225403,142136,London,editorial_city_cluster,True,False,,,,,confirmed,Deptford,not_reviewed,,strict,UK001F
569,4W2dcPOyD7eSfJCPHCfwoA,Q1866528,Living In A Box,223338,94130,Sheffield,reported_place,True,False,,,,,confirmed,Sheffield,not_reviewed,,strict,UK010F
570,3SUI6pbPumjijbLHHY6vss,Q14957024,The Temperance Movement,223097,80272,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Bishopbriggs,not_reviewed,medium,excluded_no_defensible_fua,
571,6DKmuXxXASTF6xaJwcTfjv,Q1144015,Spiritualized,222247,285400,Rugby,reported_place,True,True,,,,,confirmed,Rugby,not_reviewed,,strict,UK025F
572,3LtBdgNHdH0Ix8hCFZ4NJG,Q594199,Blancmange,221240,123820,Harrow,reported_place,True,False,,,,,source_variation,Harrow,not_reviewed,medium,strict,UK001F
573,2H32fphWQj9hhVuCOKkchM,Q1038777,The Nolans,217117,39473,Dublin,reported_place,True,False,,,,,confirmed,Dublin,not_reviewed,,excluded_non_uk,
574,2KB6LGMBaOYYYdvvgyptFH,Q2036827,Utah Saints,216105,53925,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Harrogate,not_reviewed,medium,excluded_no_defensible_fua,
575,3mZqziCJj4pq3P2VBpmK6p,Q1464530,Friendly Fires,215715,235528,St Albans,reported_place,True,False,,,,,confirmed,St Albans,not_reviewed,,strict,UK001F
576,5gS1uXayWA0WJPgcRqNIae,Q1538236,Jon & Vangelis,215210,216463,Greece,reported_place,True,False,,,,,confirmed,Greece,not_reviewed,,excluded_no_defensible_fua,
577,5wnhqlZzXIq8aO9awQO2ND,Q698224,Coldcut,214514,66493,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
578,2SRIVGDkdqQnrQdaXxDkJt,Q774774,Haken,213215,248459,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
579,1Pe3z1UqRzKsQtHsl25dm6,Q1410018,Juno Reactor,212577,99783,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
580,1dmEUAQBopYUrsMnQnScWL,Q1473992,Fun Boy Three,210879,123794,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
581,3RP50pmG8Wz1mhNCidQj68,Q60752425,RITUAL,208784,49910,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
582,4hzCcF4Leos2sKnz79nwhz,Q732151,The Sound,207467,119926,London,reported_place,True,True,,,,,confirmed,London,not_reviewed,,strict,UK001F
583,497rp5TEzJffeBnUT0BeE1,Q18984313,Mammal Hands,205120,143732,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Norwich,not_reviewed,medium,excluded_no_defensible_fua,
584,6VsiDFMZJlJ053P1uO4A6h,Q7257602,Public Service Broadcasting,204661,191872,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
585,33W24YuaMUEk85MwRX6cRs,Q2050633,Paper Lace,203759,42819,Nottingham,reported_place,True,False,,,,,confirmed,Nottingham,not_reviewed,,strict,UK029F
586,3Q9P0SbpaP9xsBtLUVK0Be,Q7201145,Planet Perfecto,203707,10221,,unresolved_generic_or_missing,False,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
587,5fwaejlOHVBAw1KhIPPaQe,Q192861,Venom,203523,617815,Newcastle upon Tyne,reported_place,True,False,,,,,confirmed,Newcastle upon Tyne,not_reviewed,,strict,UK013F
588,5uh8Bhewltd8j0TLZjNImc,Q1444372,Lemon Jelly,203232,188511,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
589,6veTV9sF06FBf2KN0xAdvo,Q1514317,The Go! Team,202864,101993,Brighton,reported_place,True,False,,,,,confirmed,Brighton,not_reviewed,,strict,UK515F
590,3tgiOZXeC1DIimfprvfL64,Q2115414,Sam And The Womp,201092,49372,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
591,0NV5eY4Jzg4ldg2ikGnV4n,Q14158679,Virus Syndicate,200462,68866,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Manchester,not_reviewed,medium,excluded_no_defensible_fua,
592,6e6GkaF6uiSEFuTrlvDJUF,Q750092,The Twilight Sad,199417,116543,Kilsyth,reported_place,True,False,,,,,confirmed,Kilsyth,not_reviewed,,excluded_no_defensible_fua,
593,3UqRgrDIQ208yNGiWKRMNt,Q321762,Napalm Death,199401,453164,Meriden,reviewed_override,True,False,,,,,corrected,Meriden,corrected,,excluded_no_defensible_fua,
594,77zwstbi3x1IxnbDFg6uns,Q137758,Wishbone Ash,199281,239755,Torquay,reported_place,True,False,,,,,confirmed,Torquay,not_reviewed,,strict,UK561F
595,0THUMJMWUd5L8os9K6O4FE,Q2504465,World Party,199197,59109,London,reported_place,True,True,,,,,confirmed,London,not_reviewed,,strict,UK001F
596,1fQDzf4lnUF4DYngrLJH0m,Q16960515,letherette,199074,72744,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Wolverhampton,not_reviewed,medium,excluded_no_defensible_fua,
597,3z3KnhKZObj216IgfHYGVf,Q552377,Diamond Head,199057,216505,Stourbridge,reported_place,True,False,,,,,confirmed,Stourbridge,not_reviewed,,strict,UK002F
598,4zPGlyitRvJo7iz6OKlETa,Q1536853,Gomez,198405,139162,Southport,reported_place,True,False,,,,,confirmed,Southport,not_reviewed,,strict,UK006F
599,0IBAqjHG8DSaD7PPCGnGiZ,Q797992,Babyshambles,198309,291010,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
600,4Cyr5aqgXza16isOrQNOvo,Q832745,Brotherhood of Man,196558,61658,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
601,5zhn89Em2jWUUWdpcLO3YL,Q920131,Sea Power,196069,106520,,unresolved_multiple_places,True,False,,,,,evidence_for_missing_claim,Reading,not_reviewed,medium,excluded_no_defensible_fua,
602,35S20clEkkSNUo23ViaslZ,Q806231,Band Aid,195618,53354,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
603,1fy3AQc7grjf5LnCd7snSg,Q578954,The View,195510,156449,Dundee,reported_place,True,False,,,,,confirmed,Dundee,not_reviewed,,strict,UK550F
604,1USHlPahTZrCeJXS2v5pkF,Q2165685,Thunderclap Newman,194255,20516,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
605,3vldh5Ceynytj6Iglw4haP,Q115209312,Tommy Lefroy,192772,94042,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
606,4JKHXlntTvmZnLxjbeRcPL,Q2974592,City of London Sinfonia,190860,4379,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
607,6WoTvA9qinpHtSRJuldYh6,Q909916,The Fall,190295,224200,Prestwich,reported_place,True,False,,,,,confirmed,Prestwich,not_reviewed,,strict,UK008F
608,6WH1V41LwGDGmlPUhSZLHO,Q247237,Autechre,187473,284945,Rochdale,reported_place,True,False,,,,,confirmed,Rochdale,not_reviewed,,strict,UK008F
609,2Sp19cOHSqAUlE64hekARW,Q1515611,Teenage Fanclub,186449,164920,Bellshill,reported_place,True,False,,,,,source_variation,Bellshill,not_reviewed,medium,strict,UK004F
610,7FPkZue0zzjHaOPJb4WCw3,Q1469656,The Pigeon Detectives,184605,214476,Rothwell,reported_place,True,False,,,,,source_variation,Rothwell,not_reviewed,medium,strict,UK003F
